lesson,content
338,Ty pěnkavy odletěly někam směrem k Děvínu. Po pěti letech studia uměla mluvit plynně německy. Matěj Pětník cestuje někde po světě. Věra slavila v neděli na chalupě narozeniny. Děti měly odjet na hory.
339,Irena cestovala po Holandsku celou dovolenou. Dalimír napsal studii o zemědělství na Moravě. Děti chodily na louky za městem. Zdena uklidila celou kuchyni. V Prostějově se konaly slavnosti v květnu.
340,Slavomír se dostal na slavnost do Jihlavy koncem května. Petra chodila po městě a kupovala ovoce. Karel popisoval krajinu u Terezína. Na louce kvetly kopretiny. Děti zpívaly u potoka do poledne.
341,Hynek vysvětloval spolku pochod na Moravu. Eva si koupila pěknou sukni pro slavnost. Městem projely vozy směrem na sever. Les voněl kolem cesty. Slavomír měl na starost vedení oddílu v podniku.
342,Květa seděla na lavici a popisovala cestu po Slovensku. Zdeněk odjel vlakem do Kolína. Na polích se zelenalo zelí. Děti vylezly na kopec nad vsí. Jitka měla hodně starostí. Svítilo slunce v pondělí.
343,Jan nasedl do vlaku a jel do Prostějova. Hedvika namalovala pěknou krajinu kolem potoka. Děti si stavěly domek na dvorku. Miroslav splnil svou povinnost. Na louky rostlo kvítí. Podnik jednal v květnu.
344,V pondělí vysílal rozhlas pěknou směs písní. Věnceslavovo svědectví rozhodlo o mojí nevině. Podle rozvrhu měla mít IV. A po tělocviku dvě hodiny chemie. Vojtěch jezdil pět let v Kolíně se stěhovacím vozem.
345,Aneta se vydala na cestu po Moravě. Kamil vysvětlil dětem povinnosti v oddíle. Na louky kolem Děvína kvetly kopretiny. Městem proudily davy lidí. Pavel měl na starost oddělení. Svítilo slunce.
346,Valdemar projel celou Jihlavou a jel na sever. Lucie seděla u potoka a poslouchala lesní zvuky. Děti chodily lesem do města. Matěj napsal studii o historii Terezína. Sněhem se pokryly kopce nad městem.
347,Drahomíra měla pěknou zahradu kolem domu. Milan zasedal v oddělení od pondělí do konce května. Děti si na louce stavěly domky. V Kolíně se konaly slavnosti. Karel odjel vlakem do Prostějova. Kvetl les.
348,Dana cestovala po Slovensku a dostala se na Děvín. Květoslav posílal dopisy do Jihlavy. Na polích kolem města se zelenalo zelí. Děti se radovaly z prvního slunce. Pracovníci podniku měli velkou slavnost.
349,Svatopluk viděl pěknou krajinu nad Kolínem. Věra si koupila novou sukni pro slavnost. Miroslav odeslal dopisy do oddělení. Děti zpívaly u potoka. Na louce voněly kopretiny. Městem proudily davy lidí.
350,Znění těch několika vět si poznamenal těsnopisem. Kromě několika dětí viděl cestovatel celou domorodou vesnici. V noci opět zatkli jednoho pracovníka cizí rozvědky. V Moskvě za dvě noci napadlo plno sněhu.
351,Karel právě dostal zásilku z Kolína. Správce města podával zprávu o stavu silnic. Plán na opravu dálnice se protáhl do května. Dana si koupila novou vázu na trhu. Posádka v kasárnách stále pilně pracovala.
352,Miroslav měl na starosti celou správu dodávek másla. Jednání o návrhu plánu trvalo od pátku. Správkárna aut v Klánovicích zahájila provoz. Zásilka materiálu dorazila právě dnes. Stále hledáme nová místa.
353,Květoslav dal Daně zprávu o stavu materiálu. Správní oddělení města jednalo celou hodinu. Posádka se pustila do opravy silnice. Jednání o plánu stále trvalo. Krásnou vázu si Věra koupila na trhu v Kolíně.
354,Plán na opravu dálnice do Prostějova se protáhl. Máme stále málo materiálu na splnění plánu. Správce Kamil právě podával zprávu. Helena si koupila salát na trhu. Jednání o dodávkách trvalo od pátku do pondělí.
355,V květnu poněkud vázly dodávky másla. Dělám tu intenzívně od pátku. Dosud od vás postrádáme návrh rozpisu plánu na III. a IV. kvartál. Věcnou kritiku vítáme. Hospodárnost musíme sledovat stále více.
356,Hynek právě dodělal práci na opravě silnice. Zásilka z Kolína dorazila v pondělí ráno. Dana koupila krásnou vázu a salát na trhu v městě. Stále více usilujeme o splnění plánu. Správce podával celou zprávu.
357,Dalimír měl na starosti správu dodávek do města. Kasárna se opravovala od května. Správní oddělení právě jednalo o plánu. Celá posádka stála na dvorku. Zásilka materiálu stále vázla. Květa koupila máslo.
358,Věra právě dostala zprávu od Karla z Prostějova. Plán na opravu dálnice se protáhl do května. Správce dal návrh na modernizaci města. Celá rodina sledovala seriál v pondělí. Máme stále dost práce.
359,Jednání o zásilkách materiálu trvalo celou hodinu. Správkárna aut právě zahájila provoz v Kolíně. Karel měl na starosti dodávky másla a salátu. Posádka v kasárnách pilně pracovala. Dana si koupila krásnou vázu.
360,Správce města právě podával rozsáhlou zprávu o opravách. Plán na dálnici do Prostějova se stále protahoval. Helena koupila na trhu salát a máslo. Milan měl na starosti celou správu oddělení. Stále rostla práce.
361,Mladá paní Eva Nová je nesmírně zvědavá dáma. Paní Válková se chtěla trochu podívat po městě. Hodně se věnoval pěstování salátu. Získal zaměstnání ve stáji v jízdárně. Několikrát se ztratila celá zásilka.
362,Karel dal Daně právě novou zprávu o dodávkách. Správní oddělení města jednalo v pondělí. Posádka se pustila do práce v kasárnách od pátku. Zásilka materiálu stále vázla. Krásnou vázu Věra koupila na trhu.
363,Miroslav měl na starosti plán opravy silnic v Kolíně. Jednání o návrhu se protáhlo do května. Helena koupila na trhu celou zásilku salátu. Správce právě podával zprávu o stavu dodávek. Stále více pracovali.
364,Hynek a Karel právě dodělali opravu silnice do města. Celá posádka se pustila do práce v kasárnách. Zásilka z Prostějova dorazila v pondělí. Dana koupila krásnou vázu na trhu. Správa oddělení rostla stále.
365,Plán na dálnici se stále protahoval od května. Správkárna aut v Klánovicích zahájila novou práci. Květoslav podával zprávu o dodávkách. Milan měl na starosti celou správu. Helena si koupila máslo a salát na trhu.
366,Zástupce OSN zastával poněkud jinou taktiku. V Klánovicích zahájila práci nová správkárna aut. Radek Sádek právě odchází z továrny. Celá posádka se v kasárnách pustila do práce. Jednání se protáhlo do pátku.
367,Správce dal Daně celou zásilku materiálu v pondělí. Karel měl na starosti jednání o plánu oprav. Posádka stále pracovala v kasárnách. Helena si koupila krásnou vázu na trhu v Kolíně. Dodávky másla rostly.
368,Dalimír právě dodělal opravu dálnice do Prostějova. Zásilka materiálu dorazila v květnu. Správní oddělení jednalo o návrhu plánu oprav. Celá rodina sledovala seriál. Věra koupila salát a máslo na trhu v městě.
369,Kamil měl na starosti správu dodávek do Kolína. Jednání se protáhlo do pátku. Správkárna aut právě zahájila práci od května. Karel podával zprávu o stavu silnic. Posádka se pustila do opravy. Dana si koupila vázu.
370,Plán na opravu města se stále protahoval. Helena právě dostala zprávu od Věry z Prostějova. Správce měl na starosti celou správu dodávek. Kasárna se opravovala od května do pátku. Zásilka salátu dorazila ráno.
371,Květoslav a Karel jednali o návrhu plánu celou hodinu. Správní oddělení města právě zahájilo novou práci. Posádka se pustila do opravy silnice. Helena si koupila krásnou vázu na trhu. Stále máme málo materiálu.
372,Práce v domácnosti paní Devátou v posledních dnech stále více namáhá. Sledoval televizní seriál Zpívá celá rodina. Dělá na tom od pátku podle návrhu mistra Nováka. Máme ale stále málo materiálu pro splnění plánu.
373,Miroslav právě dodělal celou zprávu o stavu silnic. Zásilka másla z Kolína dorazila v pondělí. Správce dal návrh na opravu dálnice do Prostějova. Dana si koupila salát na trhu. Jednání stále trvalo od pátku.
374,Hynek měl na starosti správu města od května. Karel právě podával zprávu o dodávkách. Celá posádka se pustila do práce v kasárnách. Helena koupila krásnou vázu. Plán na opravu silnic se stále protahoval.
375,Správkárna aut právě zahájila provoz v Klánovicích. Dalimír podával zprávu o zásilce materiálu. Milan měl na starosti celou správu plánu. Dana si koupila máslo a salát na trhu. Práce stále více rostla.
376,Studentkám dali málo práce. Měly vyklízet zámeckou knihovnu. Náměstek podává rozsáhlou zprávu k návrhu plánu práce. Dana Zátopková získala v Helsinkách zlatou medaili. Chtěli svoje názory rozhodně uhájit.
377,Karel právě dostal zásilku materiálu z Prostějova. Správce podával zprávu o stavu dálnice. Posádka v kasárnách se pustila do oprav od pátku. Květoslav měl na starosti celou správu. Helena koupila vázu na trhu.
378,Dalimír a Milan jednali o plánu opravy silnic v Kolíně. Zásilka másla dorazila v pondělí. Správní oddělení právě zahájilo novou práci. Dana si koupila salát na trhu. Stále máme málo materiálu na splnění.
379,Hynek právě dodělal opravu dálnice do města. Celá posádka stále pilně pracovala v kasárnách. Správce podával zprávu o dodávkách. Karel měl na starosti jednání o návrhu. Helena koupila máslo a krásnou vázu.
380,Věra právě dostala celou zásilku z Klánovicích. Jednání o plánu se protáhlo do května. Správkárna aut zahájila provoz v Kolíně. Karel podával zprávu o stavu materiálu. Posádka se pustila do opravy silnice.
381,Miroslav měl na starosti dodávky do Prostějova od pátku. Správce právě dal návrh na modernizaci města. Dana a Helena koupily na trhu salát. Správní oddělení jednalo o plánu. Zásilka materiálu stále vázla.
382,Kamil právě dodělal práci na správě dodávek v Kolíně. Jednání o návrhu plánu se protáhlo do května. Helena si koupila krásnou vázu na trhu. Posádka v kasárnách stále pilně pracovala. Máme stále málo másla.
383,Maturant právě odpovídá na poslední otázku. Ledabyle zodpověděl obě otázky bez ztráty bodu. Schvalování plánu se protáhlo o dva měsíce. V pátek odpoledne máme hrát házenou. Malá Bětka je hrozně bázlivá.
384,Lubomír a Boris vyběhli brzy na kopec blízko vesnice. Obě budovy v Kolíně se stavěly od soboty. Bětka právě dostala obálku od Heleny. Správce podával zprávu o stavbě. Borci brzy dodělali celou práci na dálnici.
385,Stavba budovy blízko Prostějova se protáhla do soboty. Obě zásilky materiálu dorazily brzy. Lubomír nabral houby na louce v neděli. Bětka si koupila salát na trhu. Borci vyběhli do kopce brzy a byli spokojeni.
386,Bára právě dostala zprávu od Lubomíra z Kolína. Obě posádky se brzy pustily do stavby budovy. Boris vyběhl na kopec blízko vesnice. Správce podával zprávu o stavu. Bětka koupila máslo a salát na trhu v sobotu.
387,Obě budovy blízko města stavěli brzy od pondělí. Lubomír si nabral do bot plno písku na dvorku. Borci vyběhli do kopce nad vesnicí. Bětka dostala obálku s návrhem od Heleny. Stavba se stále protahovala.
388,Boris a Lubomír brzy dodělali práci na stavbě budovy. Obě zásilky dorazily v sobotu do Kolína. Bětka si koupila vázu na trhu. Borci vyběhli na kopec blízko dálnice. Správce podával zprávu o dodávkách materiálu.
389,Západní městskou branou se dávno nejezdí. Obě republiky znovu obnovily obchodní styk. Seznámil se s ní v době pobytu v nemocnici. Nechal si vybudovat obrovskou hrobku. Za dvě hodiny nasbíral pěknou hromádku hub.
390,Lubomír brzy dodělal stavbu budovy blízko Prostějova. Obě posádky se pustily do práce v sobotu. Bětka dostala obálku od Borise. Karel podával celou zprávu o stavu. Borci vyběhli na kopec nad vesnicí v neděli.
391,Obě budovy v Kolíně stavěli od pondělí do soboty. Boris nabral houby na louce blízko vesnice. Bětka si brzy koupila salát a máslo na trhu. Lubomír měl na starosti správu dodávek. Stavba se stále protahovala.
392,Bára právě dostala celou zásilku materiálu z Prostějova. Obě posádky se brzy pustily do oprav budovy. Lubomír si nabral do bot plno sněhu. Boris vyběhl na kopec nad vesnicí. Bětka koupila vázu na trhu v sobotu.
393,Správce budovy právě podával zprávu o stavu stavby v Kolíně. Obě zásilky dorazily brzy v sobotu. Boris a Lubomír nabírali houby na louce. Bětka dostala obálku od Heleny. Borci vyběhli na kopec blízko dálnice.
394,Stavba obou budov blízko Prostějova se protáhla do soboty. Lubomír brzy dodělal celou práci na opravách. Boris si nabral do bot plno písku. Bětka koupila salát a máslo. Borci vyběhli na kopec nad vesnicí.
395,V sobotu a v neděli se Bětce nikdy nechtělo tak brzy vstávat. Celou noc burácely blízko vesnice hromy. Oba borci vyběhli do kopce pěknou rychlostí. Lubomír si tam nabral do bot plno písku.
396,Boris právě dodělal stavbu budovy blízko Kolína. Obě posádky se brzy pustily do práce v kasárnách. Lubomír nabral houby na louce v neděli. Bětka si koupila krásnou vázu na trhu. Zásilka dorazila v sobotu.
397,Obě budovy blízko města stavěli od pondělí brzy ráno. Lubomír a Boris vyběhli na kopec nad vesnicí. Bětka právě dostala obálku od Heleny. Správce podával zprávu o stavu dodávek. Práce na stavbě stále rostla.
398,Bára brzy dodělala práci na správě budovy v Prostějově. Obě zásilky materiálu dorazily v sobotu. Boris nabral houby na louce. Lubomír si nabral do bot plno písku. Borci vyběhli na kopec blízko dálnice brzy.
399,Stavba budovy v Kolíně se protáhla do soboty. Obě posádky se brzy pustily do oprav. Boris a Lubomír nabírali houby na louce blízko vesnice. Bětka si koupila salát na trhu. Karel podával zprávu o dodávkách.
400,Lubomír brzy dodělal opravu obou budov blízko Prostějova. Boris vyběhl na kopec nad vesnicí v neděli. Bětka právě dostala celou zásilku od Heleny. Borci se pustili do práce. Správce podával zprávu o stavu stavby.
401,Jan si dnes dal k obědu chleba se salámem a cibulí. Práci na opravě silnic v obci zvládla celá posádka brzy. Helena se pustila do stavby od jara. Slavomír psal dopis do Kolína. Zásilka dorazila v pátek.
402,Tady by nás mohla zachránit jedině snad nějaká dobrá víla. Brodil se po kotníky blátem. Bohumír dnes měl velice dobrou náladu. Byli si vzájemně dost podobní. Bojová jednotka ubránila oba objekty za obcí.
403,Miroslav pracoval na stavbě celou sobotu. Bětka si koupila na trhu housku s máslem. Hynek odcházel z továrny k obědu. Dana se pustila na louku sbírat houby. Správce města podával zprávu o dodávkách materiálu.
404,Pavel pobíhal po dvorku a sbíral listí do kotle. Bára dostala dopis od Heleny z Kolína. Lucie měla na starost domácnost od jara. Karel se pustil do opravy budovy hned v pondělí odpoledne. Stavba v obci stále rostla.
405,Pracovníci vedení Bytostavu probírali bilanci stavebních hmot. O správnosti tohoto tvrzení lze mít pochybnosti. Bára nebyla stále spokojena s vybavením bytu. Do jídla ho pobízet nikdy nemuseli.
406,Milan podával zprávu o dodávce do skladu v pondělí. Eva zpívala ve sboru a bavila se u toho. Věra si koupila knihu v obchodě na náměstí. Celá budova měla brzy dostat novou opravu. Jednání se jim protáhlo do pátku.
407,Odbory se v tomto sporu postavily jasně na stranu dělníka Bláhy. Hubert bleskově snědl obě koblihy a odběhl si hrát do parku. Pracovníci si pozvali do síně kultury stavbyvedoucího i náměstka.
408,Dana si vzala na starost opravy v domě od května. Slavomír pobíhal po dvorku a kontroloval práci. Celá posádka se pustila do boje hned od rána. Měli málo hodin. Jednání o plánu se jim protáhlo v pondělí.
409,Zdena dostala od Kamila dopis s pozdravem z Kolína. Hynek se pustil do práce hned v pondělí. Bětka si koupila housku a máslo na trhu u náměstí. Celá stavba se protáhla do pozdního jara. Lucie si zpívala.
410,V obci Kobylí na Moravě si pan Lupták objednal víno. V dubnu se zasnoubili. Moskevský rozhlas vysílá zprávy o nových objevech ve výzkumu vesmíru. Oba rebelanti byli tentokrát na místě potrestáni.
411,Výstavba nových bytových jednotek se zahájila v listopadu. Starý most u Kolína dostal novou opravu. Výborný výsledek práce byl pro celý tým odměnou. Dobrý výkon sportovní jednotky v závodě hodnotili kladně.
412,V listopadu se městský dopravní výbor zabýval výstavbou podzemní dráhy. Teprve nyní prý rozeznává i jednotlivá písmena nápisu. V Klánovicích zahájila práci nová správkárna aut. Jednání se jim protáhlo do pátku.
413,Nový bytový blok stál na kopci nad městem. Správce podal výhodný návrh na opravu silnic v obci. Vysoký pán v brýlích si objednal salám a chleba. Výborný sportovní výkon hodnotili kladně. Jednání trvalo celý den.
414,Bývalý správce nastoupil do práce v pondělí hned od rána. Výrazný pokrok ve výrobě materiálu byl patrný. Karel si zakoupil nový oblek ve velkoobchodě. Výborný týden práce na stavbě dodal jim odvahu. Slavomír podával zprávu.
415,Paní Válková se chtěla trochu podívat po městě. Zástupce OSN zastával poněkud jinou taktiku. Slávek denně dochází deset km do zaměstnání. V tom výklenku visí krásný obraz z kolekce pro výstavu Domu umění.
416,Významný badatel objednal nový bytový prospekt z Kolína. Mladí pracovníci odvedli na stavbě výbornou práci. Výhodný nákup materiálu pomohl závodu splnit plán. Starý klobouk sundal a pozdravil. Nový výkon byl chvályhodný.
417,Světová rada míru vydala v květnu výzvu proti vývoji nových zbraní. Na východním konci lesa se prý ve válce skrývali mnozí partyzáni. Výrobna mistra Hýmuny má výrazný podíl na výborných výsledcích.
418,Výzkum nových metod dal celý tým do pohybu. Pracovníci výrobního závodu dostali výborný výsledek. Starý mlýn u potoka stále pomáhal celou vesnici. Letos měli výrazně výhodný obchod. Správce byl spokojen a podával zprávu.
419,Pan Výmola si objednal nový materiál pro výstavbu domu. Výbor se v tomto týdnu zabýval výsledky práce v celým kraji. Dělníci na dvorku seděli a bavili se do noci. Bývalý správce budovy podával zprávu o stavu výroby.
420,Schvalování plánu se opět protáhlo asi o dva měsíce. Máme ale stále málo materiálu pro splnění nových zakázek. Tím výrazně aktivizuje boj za svět bez válek. Pan Výmola vyjednává urychlení výstavby nových výrobních hal.
421,Nový výstavní sál byl slavnostně zahájen v listopadu. Výborná snídaně s máslem a medem jim dodala sílu. Celá posádka nastoupila s novou odvahou. Vysoký strom na dvorku vrhal stín. Výhodný obchod se jim vyplatil.
422,Republikový výbor se nyní zabývá otázkou zaměstnanosti ve výzkumu. Právě vyvěsili bílý prapor. Tu novou umývárnu si dělníci na stavbě vybudovali po pracovní době. Ten pán s brýlemi je prý bývalý vojenský poradce USA.
423,Výrobní závod splnil plán na letní období výborným výkonem. Starý most dostal opravu a nová výstavba se zatím nemohla zahájit. Na týdenní poradě hodnotili výsledky práce za celý minulý rok. Vysoký dub stál na kopci.
424,Výzkumní pracovníci publikovali nový objev v oboru stavebnictví. Správce výstavního areálu měl výborný plán na nový rok. Minulý týden se v obci konala slavnost. Bývalý starosta podával zprávu o stavu výstavby. Měli práci.
425,Hledali v klubovní knihovně nějakou publikaci z oblasti stavebnictví. Tady by nás mohla zachránit jedině snad nějaká dobrá víla. Výrok pana Mývala lze hodnotit jako pouhý zlomyslný výmysl. Měli jsme výborný oběd.
426,Nový bytový blok v centru města se výborně hodil do okolní zástavby. Minulý týden se na výstavě setkali bývalí spolupracovníci. Správce výrobního skladu podal výhodný návrh na novou dodávku. Slavomír pracoval od rána.
427,Dobrovolnou prací se na stavbě vybudovalo dílo v hodnotě asi sto tisíc korun. Pracovníci vedení Bytostavu probírali bilanci stavebních hmot. Bojová jednotka ubránila oba objekty za obcí. Brodil se po kotníky blátem.
428,Výhodný vývoj stavební výroby pomohl splnit nový plán. Vysoký kopec za vesnicí byl pokrytý hustým lesem. Starý hrad na kopci je výborným cílem pro nedělní výlet. Bývalý správce podal zprávu o stavu výroby za celý minulý rok.
429,Výborný výsledek byl odměnou pro celý kolektiv. Na výstavě umění bylo vidět krásná díla. Správce města podal výhodný plán na opravu silnic za výrazně nízkou cenu. Pracovníci pracovali celý den a podávali zprávy o stavu.
430,K obědu si vzal jen chleba se salámem a cibulí. Bohumír dnes měl velice dobrou náladu. Byli si oba vzájemně dost podobní. O správnosti tohoto tvrzení lze mít pochybnosti. Zabývali se novými plánky výstavního areálu.
431,Výstavba kulturní budovy v centru města minulý rok postoupila. Výbor schválil nový nákup pro výrobní halu. Starý park za mostem měl být brzy obnoven. Výborný výkon na závodech hodnotili kladně. Slavomír psal zprávu.
432,Tryskový stav se stal výhodným vývozním artiklem. Vyhodnocovali výchovný dopad nových metod výuky. S výsledkem práce tohoto týdne byli spokojeni. Iniciativa pana Jakuba Balbína měla výrazný dopad na splnění výroby.
433,Starý most na kopci se musel nahradit novým. Výborný návrh pana Výmoly pomohl obci v rozvoji. Pracovníci závodu hodnotili výrazný pokrok ve stavební výrobě. Bývalý správce odcházel v klidu. Slavomír podával novou zprávu.
434,Bytová výstavba v tomto kraji dostala výhodný plán rozvoje v listopadu. Vysoký strom na náměstí stál jako stará památka. Výzkumný tým dal výborný výsledek za pouhý jeden rok. Nový výstavní sál pomáhal obci a celým okolím.
435,Byla nutná výměna nosných konstrukcí. Děti dnes měly výbornou snídani. Ten chrabrý bojovník by měl být nepochybně nějak vyznamenán. Jeho dobrý vítězný výkon znamenal nový osobní rekord. Stal se z něho dobrovolný dárce krve.
436,Nový závod za městem dal práci mnoha lidem z okolí. Výrazný pokles dodávek materiálu byl patrný od listopadu. Správce výstavby podal výhodný návrh na opravu. Výborná práce mladých pomohla splnit celý plán za minulý rok.
437,Zástupci výrobního závodu udělali výhodný nákup materiálu ve velkoobchodě. Asi za týden ten cestopisný román vrátila do knihovny. Dorostenec Holý vyhrál výborným výkonem nad celým výhledovým výběrem reprezentace země.
438,Bývalý sportovní správce se vrátil do města po mnoha dnech v cizině. Výstavba v obci výrazně postoupila za poslední rok. Správce závodu podal výhodný návrh na nákup stavebního materiálu. Vysoký kopec svítil do dálky.
439,Výborný výkon v závodech motivoval celou posádku. Výzkum nových stavebních metod dal výhodný výsledek. Nový bytový blok na kraji města byl hotov v listopadu. Starý park zdobila krásná alej. Pracovníci podávali zprávu.
440,Výsev obilí prý v některých okresech výrazně zaostává. Letos bude opět naplněn záměr výstavby nových bytových jednotek. To je jistě chvályhodný výrok. V tom obchodě prý minulý týden prodávali pravý holandský sýr.
441,Celý výrobní závod pracoval na splnění plánu výrazně pilně. Nový výstavní prostor pomohl obci v rozvoji kulturní práce. Starý správce odcházel do penze po mnoha letech. Vysoký strom stál na kopci. Porada trvala celý den.
442,Na domovní vývěsce se objevil výpis z volebního seznamu. Na krátký pobyt k nám do města zavítal významný badatel z USA. Pravděpodobně se jedná o výborný vynález. Koupil si rudý svetr a výrazně pruhovanou kravatu.
443,Minulý výborný výkon na celostátním závodě jim dodal jistotu a odvahu. Výstavba za městem postoupila výrazným tempem. Správce skladu podal výhodný návrh na dodávku materiálu. Nový týden jim zahájila dobrá zpráva od vedení.
444,Výrazný pokrok ve výzkumu nových stavebních metod jim dal novou odvahu. Starý správce odcházel do penze po mnoha letech práce. Vysoký komín továrny za městem byl viditelný od silnic. Celá posádka nastoupila hned v pondělí.
445,"Dokud se na to náměstek Záruba necítil zdravotně, nechtěl ani letecky do Vídně cestovat. Chvíli seděli na zahradě, ale povídat se jim moc nechtělo. Dostal na vánoce svetr, rukavice, hnědý klobouk a několik pěkných knih."
446,"Výborný nový výstavní sál pomáhal obci, konaly se v tom prostoru slavnostní akce. Milan a Slavomír pracovali na stavbě, stavbu dodělali do pátku. Starý most za městem, minulý týden opravený, stál nyní pevně jako nový."
447,Ve výklenku visí nový krásný obraz z kolekce pro výstavu Domu umění. Na východním konci toho lesa se prý ve válce skrývali mnozí partyzáni. Světová rada míru vydala v květnu novou výzvu proti vývoji nových zbraní.
448,"Správce podal výhodný návrh, který pomohl obci a dal impuls pro výstavbu. Výrazný pokrok ve výrobě, o tom jednali na poradě, motivoval celý kolektiv. Nový výstavní prostor byl slavnostně zahájen v listopadu. Pracovali."
449,"Starý kostel na kopci za vesnicí, pokrytý mechem, lákal mnoho lidí z okolí. Výborná snídaně s máslem, medem a teplým chlebem dodala sílu do práce. Vysoký pán v brýlích odcházel v pondělí z města do Kolína."
450,"Stále tápali za svitu měsíce, svítání mělo nastat teprve za dvě hodiny. Pokud bude nový výstavní sál kolaudován, má se v něm za týden otevírat krásná umělecká výstava skla, keramiky a plastiky ve stavebnictví."
451,"Správce města podal výhodný plán, jak obnovit starý park za mostem. Bytová výstavba v obci výrazně postoupila, celý blok byl hotov do podzimu. Výborný výkon sportovní posádky na závodech v Kolíně motivoval celou oblast."
452,"Touto výstavou se výrazně aktivizuje boj za svět bez válek. Aby utekla dlouhá chvíle, vyprávěli dětem pohádky podle Andersena. S těmito závěry sice nesouhlasili, ale podrobili se bez reptání rozhodnutí ostatních."
453,"Celý týden se na stavbě pracovalo od rána do noci, aby se to stihlo v termínu. Výrobní závod dal výborný výsledek, práce jim dodala odvahu. Milan si koupil nový svetr, výrazně rudý, a odcházel domov po náměstí."
454,"Vysoký kopec za vesnicí pokrývaly lesy a louky, v nich zpívali ptáci. Výhodný obchod s novým materiálem, který dojednal správce, motivoval celý tým. Starý mlýn u potoka stále pomáhal vesnici, i v pozdním podzimu celý rok."
455,"Námět byl výborný, ale realizace za ním výrazně pokulhávala. Porovnávali mapu s okolím, aby snadněji pochopili, kudy ta lesní cesta, kterou zrovna procházeli, vlastně povede. Teprve nyní viděl, který výsledek byl správný."
456,"Nová kulturní budova v centru města, slavnostně zahájena v listopadu, pomáhala obyvatelstvu. Správce výstavby podal výhodný plán, který schválili. Děti si hrály na dvorku, zatímco pracovníci dodělávali celý bytový blok."
457,"Po jídle se dívali na Televizní noviny, ale potom se rozhodli jít spát. Teprve za městem Prostějovem se poněkud vyjasnilo, ale na náměstí stále padaly kroupy. Uměl hrát na klavír a basu, ovládal prý i bicí nástroje."
458,"Bytová výstavba za městem postoupila, pracovníci dostavěli celý blok v listopadu. Výborný návrh pana Výmoly pomohl kraji, schválili ho v květnu hned na poradě. Starý most u Kolína, nyní opravený, byl opět v provozu."
459,"Správce budovy podal výhodný plán, jak omezit náklady na provoz a opravu. Milan a Slavomír pracovali celý týden, aby stihli stavbu do termínu. Výrazný pokrok ve stavební výrobě, hlavně nový materiál, motivoval celý závod."
460,"Výrobu chtělo vedení podniku koncem listopadu na týden poněkud omezit, ale odbory s tím rozhodně nesouhlasí. Vojín Slavík od první roty sleduje dalekohledem spící hlídku. Pokud vím, nikdy jsme na tomto místě nebyli."
461,"Výborná práce za minulý rok, hodnocená kladně, motivovala celý kolektiv. Nový výstavní sál v centru města, slavnostně zahájen v listopadu, byl plný lidí. Vysoký strom na náměstí stál jako symbol, obec na to měla být hrdá."
462,"Jakmile do termínu chybělo několik dní, vznikal v dílnách velký zmatek. Prosím, udělejte pět kopií. Měl sice výhrady, ale nakonec souhlasil. První kormidelník Kropítko asi pospíchal do lodní jídelny ke snídani."
463,"Nový bytový blok na okraji města, dostavěný v listopadu, dal domov mnoha lidem. Správce výstavby podal výhodný návrh, který pomohl stavebnímu odvětví. Výrazný pokrok ve výzkumu nových metod motivoval celou posádku k práci."
464,"Starý hrad na kopci za městem, pokrytý hustým mechem, byl výborným cílem pro turisty. Vysoký komín továrny byl viditelný z okolí, hlavně za jasný den. Milan si koupil nový klobouk, výrazně hnědý, a odcházel domov."
465,"Ke snídani si vzal kávu, dvě housky s máslem a kus salámu. Měl bojovnou náladu, raději ho nechají na pokoji. Vyzvedl bankovní výpisy, aby mohl pracovat na bilanci. Pála chvátal, aby mu neujel autobus do Pardubic."
466,"Výrobní závod za městem dal práci mnoha lidem, pracovníci sem docházeli denně. Starý správce budovy odcházel do penze, po tom nastoupil nový mladý správce. Výborný výsledek celou posádku na závodech v Kolíně motivoval."
467,"Toreador v rozhodující chvíli upadl, ale býkova kopyta jen těsně minula jeho záda. Rotný Slavík, desátník Bláha a vojín Mojmír Sýkora nastoupí hlídku jako první. Popisoval jí, jak se měli krásně na výletě se skauty."
468,"Správce města podal výhodný plán na obnovu parku, který schválili v květnu. Nový výstavní prostor pomáhal obci, konaly se tam slavnosti a výstavy. Vysoký kopec za vesnicí pokrývaly lesy, v nich zpívali ptáci celý den."
469,"Výzkum nových metod pro stavebnictví dal výhodný výsledek, celý obor postoupil. Starý most u potoka, nyní opravený, opět pomáhal vesnici v okolí. Milan a Helena pracovali na stavbě, aby stihli celý blok do listopadu."
470,"Boris, Václav a paní Zuzana stavěli sněhuláka, ale brzy jim bylo zima na ruce. Od chvíle, kdy postavili nový kravín, prodávalo ZD Lánov dvojnásobek masa. Vidím, jak se plány hroutí. Popisoval, jak se měl krásně na výletě."
471,"Výborný nový kulturní prostor v centru, slavnostně zahájen v listopadu, lákal mnoho lidí. Správce budovy podal výhodný plán, který schválili na poradě. Výrazný pokrok ve výstavbě kraje za minulý rok motivoval celou oblast."
472,"K přesnídávce si chtěla objednat i kus salámu s křenem, ale kuchyně byla zavřena. Předsedkyně Přádová pověří v říjnu jednatele, aby řádně prověřil docházku za minulý týden. V dopise prosil, aby měli strpení."
